tracker_id,avg_area,std_area,initial_area,final_area,max_area,min_area,avg_speed,max_speed,std_speed,lifetime,measurement_count,total_displacement,avg_displacement,max_displacement,avg_angle,path_length,straightness,avg_confidence,total_frames_lost,avg_nonzero_speed,area_change_ratio,speed_variation
1642,13519.015,1558.483,12376.79,11516.551,15414.508,11516.551,156.52,254.86,97.371,0.8,5,145.413,29.083,44.853,111.919,145.413,1.0,0.812,0,195.65,-0.07,0.622
1643,18877.58,3292.756,21957.916,18347.965,23199.328,12906.983,205.73,403.935,132.393,1.2,7,264.955,37.851,72.48,129.386,264.955,1.0,0.847,0,240.019,-0.164,0.644
1649,346.468,6.52,351.078,341.857,351.078,341.857,4.567,9.134,6.459,0.2,2,2.552,1.276,2.552,57.065,2.552,1.0,0.479,0,9.134,-0.026,1.414
1650,23761.095,8840.701,21732.35,7135.147,32391.604,7135.147,191.593,356.851,134.014,1.2,7,247.213,35.316,63.306,167.884,247.213,1.0,0.836,0,223.526,-0.672,0.699
1651,19581.61,3979.336,16767.795,22395.426,22395.426,16767.795,183.343,366.686,259.286,0.2,2,71.982,35.991,71.982,158.253,71.982,1.0,0.897,0,366.686,0.336,1.414
1652,18463.348,8849.893,17783.41,6633.918,27574.773,6633.918,228.166,411.204,170.997,0.6,4,175.307,43.827,81.222,135.828,175.307,1.0,0.737,0,304.222,-0.627,0.749
1657,18378.037,2640.224,16511.117,20244.957,20244.957,16511.117,147.992,295.983,209.292,0.2,2,57.989,28.995,57.989,130.926,57.989,1.0,0.863,0,295.983,0.226,1.414
1658,14293.871,5976.325,2976.409,10946.774,22952.797,2976.409,168.212,288.113,102.639,1.4,8,240.669,30.084,51.917,216.084,240.669,1.0,0.841,0,192.242,2.678,0.61
1659,420.052,52.142,473.354,417.649,473.354,369.153,14.801,37.229,19.752,0.4,3,8.14,2.713,6.738,203.368,8.14,1.0,0.554,0,22.201,-0.118,1.335
1661,1283.391,1358.33,2243.875,322.907,2243.875,322.907,41.084,82.168,58.102,0.2,2,15.894,7.947,15.894,127.897,15.894,1.0,0.403,0,82.168,-0.856,1.414
1662,6545.985,4406.737,9662.019,3429.951,9662.019,3429.951,43.276,86.552,61.202,0.2,2,17.789,8.894,17.789,107.156,17.789,1.0,0.694,0,86.552,-0.645,1.414
1663,6808.399,2738.441,10721.33,4031.051,10721.33,4031.051,103.735,178.81,74.715,0.8,5,95.785,19.157,31.986,121.793,95.785,1.0,0.752,0,129.669,-0.624,0.72
1664,3052.447,944.685,1892.617,2223.733,4270.671,1892.617,73.212,170.794,63.993,1.0,6,82.265,13.711,31.241,90.543,82.265,1.0,0.731,0,87.854,0.175,0.874
1665,5100.385,2602.293,1526.731,7126.197,7126.197,1526.731,127.717,206.271,92.848,0.6,4,97.833,24.458,40.548,84.559,97.833,1.0,0.778,0,170.289,3.668,0.727
1666,3584.028,1365.467,1079.631,2568.742,5287.87,1079.631,116.846,242.048,75.205,1.8,9,191.071,21.23,48.6,204.787,191.071,1.0,0.691,0,131.452,1.379,0.644
1668,3811.177,2967.155,5909.272,1713.082,5909.272,1713.082,114.535,229.07,161.977,0.2,2,45.234,22.617,45.234,6.303,45.234,1.0,0.58,0,229.07,-0.71,1.414
1669,10004.448,3003.725,4482.199,6752.875,14244.418,1916.003,125.896,262.932,64.464,7.6,39,873.972,22.41,45.767,147.236,873.972,1.0,0.821,0,129.209,0.507,0.512
1671,901.194,73.355,810.174,798.911,1090.247,798.911,15.309,38.729,9.3,4.4,19,52.832,2.781,6.583,168.642,52.832,1.0,0.686,0,16.16,-0.014,0.607
1673,1388.23,210.681,1239.256,1537.204,1537.204,1239.256,47.471,94.942,67.134,2.6,2,18.041,9.021,18.041,159.444,18.041,1.0,0.418,0,94.942,0.24,1.414
1674,341.675,50.651,311.123,412.75,412.75,300.315,13.848,25.653,13.653,0.6,4,11.346,2.836,5.838,115.029,11.346,1.0,0.403,0,18.464,0.327,0.986
1675,497.548,135.69,654.213,421.154,654.213,417.277,14.002,31.393,15.969,0.4,3,8.857,2.952,6.411,97.527,8.857,1.0,0.367,0,21.002,-0.356,1.14
1676,1062.42,274.807,1256.738,868.103,1256.738,868.103,39.198,78.396,55.434,0.6,2,15.716,7.858,15.716,106.023,15.716,1.0,0.477,0,78.396,-0.309,1.414
1677,13139.771,2385.325,11659.6,6086.888,18179.166,6086.888,127.516,286.712,68.136,5.4,28,637.812,22.779,51.171,176.421,637.812,1.0,0.842,0,132.239,-0.478,0.534
1680,1550.329,227.491,1711.189,1389.468,1711.189,1389.468,107.076,214.152,151.429,0.2,2,42.206,21.103,42.206,26.297,42.206,1.0,0.598,0,214.152,-0.188,1.414
1681,451.685,111.201,528.369,293.198,577.412,293.198,30.171,97.864,40.523,1.0,5,29.911,5.982,19.144,197.291,29.911,1.0,0.711,0,37.713,-0.445,1.343
1682,385.284,40.328,356.254,363.895,443.543,339.613,15.455,48.213,17.314,1.0,6,15.952,2.659,9.727,150.516,15.952,1.0,0.782,0,18.546,0.021,1.12
1683,2304.874,1775.706,1359.538,4353.261,4353.261,1201.825,90.049,144.199,78.516,1.8,3,54.461,18.154,28.999,86.635,54.461,1.0,0.48,0,135.073,2.202,0.872
1684,13240.192,2907.629,12410.587,7318.325,17934.744,7318.325,117.03,197.497,66.836,1.6,9,191.647,21.294,37.37,139.101,191.647,1.0,0.811,0,131.658,-0.41,0.571
1685,2566.81,2294.413,944.415,4189.205,4189.205,944.415,81.441,162.882,115.175,1.6,2,32.659,16.33,32.659,7.128,32.659,1.0,0.513,0,162.882,3.436,1.414
1687,16481.752,2694.097,14259.566,14888.555,19882.643,13175.699,182.418,428.648,139.856,1.6,9,295.492,32.832,75.738,166.08,295.492,1.0,0.77,0,205.22,0.044,0.767
1693,12453.114,2712.49,12703.135,5797.029,18064.959,5797.029,142.167,314.519,67.042,4.0,21,535.303,25.491,56.296,173.193,535.303,1.0,0.835,0,149.275,-0.544,0.472
1694,1728.422,803.349,1160.368,2296.476,2296.476,1160.368,94.073,188.146,133.04,0.2,2,36.664,18.332,36.664,125.977,36.664,1.0,0.832,0,188.146,0.979,1.414
1696,1146.369,555.289,1539.018,753.72,1539.018,753.72,57.042,114.083,80.669,1.2,2,23.298,11.649,23.298,40.978,23.298,1.0,0.421,0,114.083,-0.51,1.414
